"","SubjectCode","Level","nTrialLevel","ClocksInSet","Accuracy","Jymmin","RT"
"1897",8,2,1127,25,20,0,340.598684661548
"1898",8,2,1152,25,18,0,295.762603892294
"1899",8,2,1177,7,5,0,103.77000141768
"1900",8,2,1184,25,23,0,242.640778656101
"1901",8,2,1209,25,15,0,314.798679472319
"1902",8,2,1234,25,22,0,349.325204211929
"1903",8,2,1259,25,22,0,280.961786799041
"1904",8,2,1284,25,22,0,574.558376764374
"1905",8,2,1309,25,18,0,292.657281675453
"1906",8,2,1334,25,19,0,688.089578496533
"1907",8,2,1359,25,23,0,393.437681852885
"1908",8,2,1384,18,14,0,318.683534782419
"1909",8,2,1402,25,20,0,456.007542615842
"1910",8,2,1427,25,21,0,356.293040527689
"1911",8,2,1452,25,22,0,451.16693642483
"1912",8,2,1477,25,19,0,270.771838885873
"1913",8,2,1502,25,22,0,341.303853629399
"1914",8,2,1527,25,23,0,554.488362013626
"1915",8,2,1552,25,22,0,375.988621129977
"1916",8,2,1577,25,18,0,215.197837934571
"1917",8,2,1602,25,21,0,409.352752174029
"1918",8,2,1627,25,18,0,361.976855167237
"1919",8,2,1652,25,21,0,331.162350111216
"1920",8,2,1677,25,23,0,631.034971411096
"1921",8,2,1702,25,17,0,426.399252686379
"1922",8,2,1727,25,19,0,282.94594548169
"1923",8,2,1752,25,22,0,209.115331056604
"1924",8,2,1777,25,15,0,309.893773645082
"1925",8,2,1802,25,15,0,188.842966013198
"1926",8,2,1827,25,25,0,307.3317475421
"1927",8,2,1852,25,18,0,263.286750595227
"1928",8,2,1877,25,22,0,508.401588894307
"1929",8,2,1902,25,22,0,349.121809174573
"1930",8,2,1927,25,24,0,208.492011832646
"1931",8,2,1952,25,16,0,599.628873061879
"1932",8,2,1977,25,20,0,719.297549021832
"1933",8,2,2002,25,18,0,458.09667735197
"1934",8,2,2027,25,24,0,373.371059512431
"1935",8,2,2052,6,5,0,142.771211187955
"1936",8,2,2058,25,21,0,358.163836093022
"1937",8,2,2083,25,20,0,379.393951542875
"1938",8,2,2108,25,21,0,429.746139454159
"1939",8,2,2133,6,4,0,123.834828128496
"1940",8,2,2139,25,22,0,363.395855205024
"1941",8,2,2164,25,22,0,260.143026930475
"1942",8,2,2189,25,23,0,582.319499423479
"1943",8,2,2214,25,25,0,263.643945596597
"1944",8,2,2239,5,5,0,99.4557611459944
"1945",8,2,2244,25,22,0,401.752518002253
"1946",8,2,2269,25,22,0,301.817511284074
"1947",8,2,2294,25,22,0,249.476525915924
"1948",8,2,2319,25,21,0,419.425069915248
"1949",8,2,2344,25,24,0,304.180889599103
"1950",8,2,2369,25,22,0,252.379853507774
"1951",8,2,2394,25,24,0,222.063285378379
"1952",8,2,2419,25,23,0,562.257157202401
"1953",8,2,2444,25,22,0,263.180892723743
"1954",8,2,2469,25,21,0,312.575634427946
"1955",8,2,2494,19,17,0,197.425163963592
"1956",8,2,2513,25,23,0,356.791995552884
"1957",8,2,2538,25,24,0,303.345454001499
"1958",8,2,2563,25,22,0,254.633354911934
"1959",8,2,2588,25,21,0,265.850060003524
"1960",8,2,2613,25,15,0,429.242254515576
"1961",8,2,2638,25,23,0,301.664156346865
"1962",8,2,2663,25,20,0,370.781351898194
"1963",8,2,2688,25,16,0,334.057558250454
"1964",8,2,2713,25,20,0,325.161707632188
"1965",8,2,2738,25,21,0,317.655863474805
"1966",8,2,2763,25,23,0,345.713862954376
"1967",8,2,2788,8,5,0,115.062428756237
"1968",8,2,2796,25,21,0,490.896417297855
"1969",8,2,2821,25,20,0,613.924595520699
"1970",8,2,2846,25,23,0,225.688504953773
"1971",8,2,2871,25,24,0,252.409465727594
"1972",8,2,2896,25,25,0,363.661053142048
"1973",8,2,2921,25,24,0,278.686584679725
"1974",8,2,2946,25,21,0,402.329283621083
"1975",8,2,2971,25,20,0,245.097287767861
"1976",8,2,2996,25,21,0,314.144752103946
"1977",8,2,3021,25,25,0,368.620096635344
"1978",8,2,3046,25,17,0,268.549063538535
"1979",8,2,3071,25,22,0,271.281138291785
"1980",8,2,3096,25,23,0,320.389150627928
"1981",8,2,3121,25,23,0,223.150264186942
"1982",8,2,3146,25,20,0,226.68003111624
"1983",8,2,3171,25,24,0,325.354744402732
"1984",8,2,3196,25,22,0,308.022982374697
"1985",8,2,3221,25,22,0,289.327142994224
"1986",8,2,3246,25,21,0,333.966673284335
"1987",8,2,3271,25,22,0,313.317295019844
"1988",8,2,3296,25,22,0,390.80987798572
"1989",8,2,3321,25,24,0,403.786146191842
"1990",8,2,3346,25,22,0,392.658553114323
"1991",8,2,3371,25,18,0,519.101847545817
"1992",8,2,3396,25,24,0,462.367129417149
"1993",8,2,3421,25,20,0,250.336857163088
"1994",8,2,3446,25,19,0,451.03584808801
"1995",8,2,3471,25,24,0,343.626032217542
"1996",8,2,3496,25,19,0,286.565636393129
"1997",8,2,3521,25,25,0,581.810832540641
"1998",8,2,3546,25,25,0,269.758519172677
"1999",8,2,3571,25,17,0,584.527288582601
"2000",8,2,3596,25,17,0,229.743949663148
"2001",8,2,3621,25,22,0,363.793139517426
"2002",8,2,3646,25,22,0,297.486456561099
"2003",8,2,3671,25,22,0,269.637584137918
"2004",8,2,3696,25,21,0,385.740050867735
"2005",8,2,3721,25,22,0,289.883106436352
"2006",8,2,3746,25,23,0,443.2497270805
"2007",8,2,3771,25,20,0,733.742549369064
"2008",8,2,3796,25,22,0,434.79752402673
"2009",8,2,3821,25,24,0,499.905146577556
"2010",8,2,3846,25,22,0,398.235184384646
"2011",8,2,3871,25,19,0,183.062285990792
"2012",8,2,3896,16,14,0,158.699990484818
"2013",8,2,3912,25,23,0,218.145321743434
"2014",8,2,3937,25,20,0,298.069993683354
"2015",8,2,3962,25,23,0,503.674078547606
"2016",8,2,3987,25,22,0,316.827871673308
"2017",8,2,4012,25,24,0,238.366051725887
"2018",8,2,4037,25,22,0,862.692217122647
"2019",8,2,4062,25,25,0,359.806121086168
"2020",8,2,4087,25,21,0,385.021253882101
"2021",8,2,4112,25,19,0,588.302860712504
"2022",8,2,4137,25,21,0,555.917448087715
"2023",8,2,4162,25,18,0,204.340222260319
"2024",8,2,4187,25,22,0,372.42435626775
"2025",8,2,4212,25,18,0,598.274318780577
"2026",8,2,4237,25,25,0,322.383628025006
"2027",8,2,4262,25,20,0,629.096966924776
"2028",8,2,4287,25,23,0,545.730650059775
"2029",8,2,4312,25,19,0,331.832593039146
"2030",8,2,4337,25,24,0,534.286226899747
"2031",8,2,4362,25,24,0,236.879234128227
"2032",8,2,4387,25,24,0,395.102568605386
"2033",8,2,4412,25,23,0,361.299278393278
"2034",8,2,4437,25,22,0,361.924727083322
"2035",8,2,4462,25,24,0,245.188107538306
"2036",8,2,4487,25,23,0,412.882953321585
"2037",8,2,4512,25,23,0,487.032578981929
"2038",8,2,4537,25,20,0,353.001832271024
"2039",8,2,4562,25,24,0,202.9108810188
"2040",8,2,4587,25,24,0,481.193423379145
"2041",8,2,4612,25,22,0,391.625412888907
"2042",8,2,4637,25,24,0,343.159630824708
"2043",8,2,4662,25,21,0,359.226064275683
"2044",8,2,4687,25,14,0,242.210920952109
"2045",8,2,4712,25,22,0,354.978576522316
"2046",8,2,4737,25,24,0,248.12516182132
"2047",8,2,4762,19,15,0,425.591873960034
"2048",8,2,4781,25,23,0,419.385878999769
"2049",8,2,4806,25,22,0,320.962170274498
"2050",8,2,4831,25,25,0,219.473454885266
"2051",8,2,4856,25,22,0,396.796431392413
"2052",8,2,4881,25,24,0,388.98503598526
"2053",8,2,4906,25,23,0,320.847328452862
"2054",8,2,4931,25,20,0,367.482952693656
"2055",8,2,4956,25,24,0,305.737154908267
"2056",8,2,4981,25,22,0,266.713394018824
"2057",8,2,5006,25,23,0,398.433409318135
"2058",8,2,5031,25,18,0,284.414353723364
"2059",8,2,5056,25,23,0,584.602618598443
"2060",8,2,5081,25,24,0,331.040683829323
"2061",8,2,5106,25,24,0,325.888714301975
"2062",8,2,5131,25,19,0,352.883064966626
"2063",8,2,5156,25,23,0,267.497257828283
"2064",8,2,5181,25,22,0,283.44168763825
"2065",8,2,5206,25,23,0,424.559100747545
"2066",8,2,5231,25,23,0,223.993622991826
"2067",8,2,5256,25,23,0,312.043317211774
"2068",8,2,5281,25,25,0,242.714477101531
"2069",8,2,5306,25,22,0,639.807344469402
"2070",8,2,5331,25,24,0,301.41044153304
"2071",8,2,5356,25,22,0,278.867638617299
"2072",8,2,5381,25,25,0,284.670884404501
"2073",8,2,5406,25,24,0,355.980012734416
"2074",8,2,5431,25,25,0,304.017109590417
"2075",8,2,5456,25,23,0,380.844613746333
"2076",8,2,5481,25,20,0,378.494630237734
"2077",8,2,5506,25,24,0,333.176439940136
"2078",8,2,5531,25,21,0,414.299761400648
"2079",8,2,5556,25,23,0,276.539009694672
"2080",8,2,5581,25,23,0,378.293637972382
"2081",8,2,5606,25,24,0,424.827150543929
"2082",9,1,1,25,18,0,429.369793142271
"2083",9,1,26,25,20,0,725.061777338957
"2084",9,1,51,25,18,0,450.696031280415
"2085",9,1,76,25,20,0,381.399955426186
"2086",9,1,101,25,15,0,457.279888741238
"2087",9,1,126,25,18,0,359.601228194115
"2088",9,1,151,25,15,0,405.32265472668
"2089",9,1,176,25,15,0,226.702690332701
"2090",9,1,201,25,17,0,368.850104675486
"2091",9,1,226,25,15,0,277.116854392427
"2092",9,1,251,25,14,0,311.592285082324
"2093",9,1,276,25,15,0,448.96436855504
"2094",9,1,301,25,15,0,626.818297752159
"2095",9,1,326,25,17,0,292.052243650993
"2096",9,1,351,25,21,0,244.897491937631
"2097",9,1,376,25,17,0,421.629153518692
"2098",9,1,401,25,19,0,430.939017714228
"2099",9,1,426,25,14,0,442.615973944245
"2100",9,1,451,25,14,0,241.230456142421
"2101",9,1,476,25,20,0,493.94844668188
"2102",9,1,501,25,15,0,257.780960731667
"2103",9,1,526,25,12,0,441.633982357687
"2104",9,1,551,25,15,0,295.004807632234
"2105",9,1,576,25,10,0,263.618446676633
"2106",9,1,601,25,18,0,363.150645488074
"2107",9,1,626,25,23,0,382.751146976991
"2108",9,1,651,25,14,0,328.482113505201
"2109",9,1,676,25,17,0,398.509977193456
"2110",9,1,701,25,16,0,399.236898855897
"2111",9,1,726,25,21,0,275.328024892923
"2112",9,1,751,25,15,0,515.917261135466
"2113",9,1,776,25,20,0,384.562815184591
"2114",9,1,801,25,14,0,338.798887004497
"2115",9,1,826,25,12,0,228.887199015209
"2116",9,1,851,25,13,0,188.462800363809
"2117",9,1,876,25,19,0,441.765330154775
"2118",9,1,901,25,20,0,224.028281742124
"2119",9,1,926,25,15,0,478.10410715549
"2120",9,1,951,25,18,0,276.76211373936
"2121",9,1,976,25,19,0,674.716308258834
"2122",9,1,1001,25,14,0,365.72052126416
"2123",9,1,1026,21,14,0,276.252133588511
"2124",9,1,1047,25,15,0,313.263687257068
"2125",9,1,1072,25,14,0,227.54612010614
"2126",9,1,1097,25,15,0,259.368857426774
"2127",9,1,1122,25,17,0,274.124295232447
"2128",9,1,1147,25,14,0,280.011852071967
"2129",9,1,1172,25,15,0,270.525935252207
"2130",9,1,1197,25,20,0,688.439466911502
"2131",9,1,1222,25,16,0,228.165743785088
"2132",9,1,1247,25,20,0,511.377166094118
"2133",9,1,1272,25,12,0,218.053246934877
"2134",9,1,1297,25,22,0,456.086186591961
"2135",9,1,1322,25,17,0,286.358504837957
"2136",9,1,1347,25,13,0,359.498492465072
"2137",9,1,1372,25,17,0,266.638635819975
"2138",9,1,1397,25,21,0,173.550053345681
"2139",9,1,1422,25,22,0,210.218082363355
"2140",9,1,1447,25,19,0,502.504466142919
"2141",9,1,1472,25,13,0,240.684325514467
"2142",9,1,1497,25,15,0,231.89781386021
"2143",9,1,1522,25,20,0,189.793347017846
"2144",9,1,1547,25,13,0,332.51256252127
"2145",9,1,1572,25,21,0,335.725194990225
"2146",9,1,1597,25,19,0,250.930899751206
"2147",9,1,1622,25,16,0,196.234842755754
"2148",9,1,1647,25,12,0,478.097374728489
"2149",9,1,1672,25,14,0,241.085377155228
"2150",9,1,1697,25,15,0,257.7045176488
"2151",9,1,1722,25,17,0,176.817402334337
"2152",9,1,1747,25,18,0,431.011014478339
"2153",9,1,1772,25,16,0,201.488045406716
"2154",9,1,1797,25,17,0,173.453426172324
"2155",9,1,1822,25,18,0,307.910414329039
"2156",9,1,1847,25,19,0,216.690660900484
"2157",9,1,1872,25,17,0,260.360047119972
"2158",9,1,1897,25,16,0,209.788078420077
"2159",9,1,1922,25,19,0,292.662633720656
"2160",9,1,1947,25,17,0,280.520342182957
"2161",9,1,1972,25,13,0,345.072710885305
"2162",9,1,1997,25,10,0,253.299569894589
"2163",9,1,2022,25,24,0,184.999393243103
"2164",9,1,2047,25,21,0,213.958002773075
"2165",9,1,2072,25,19,0,206.789949411473
"2166",9,1,2097,25,16,0,306.307106791808
"2167",9,1,2122,25,12,0,214.816751682463
"2168",9,1,2147,25,21,0,283.400636923995
"2169",9,1,2172,25,17,0,395.356417617359
"2170",9,1,2197,25,22,0,212.70515061742
"2171",9,1,2222,25,14,0,188.262405865362
"2172",9,1,2247,25,14,0,177.697375964478
"2173",9,1,2272,25,17,0,188.515450192176
"2174",9,1,2297,25,17,0,176.075327566881
"2175",9,1,2322,25,17,0,172.49183218561
"2176",9,1,2347,25,17,0,295.062917934018
"2177",9,1,2372,25,16,0,174.409013634383
"2178",9,1,2397,25,18,0,232.303229935064
"2179",9,1,2422,25,16,0,149.566297697629
"2180",9,1,2447,25,25,0,129.792588603432
"2181",9,1,2472,7,3,0,59.0397960334307
"2182",9,1,2479,25,22,0,194.89317980112
"2183",9,1,2504,25,18,0,187.375467151585
"2184",9,1,2529,25,18,0,267.383574491123
"2185",9,1,2554,25,21,0,225.751691468079
"2186",9,1,2579,25,21,0,198.738022552912
"2187",9,1,2604,25,20,0,214.136412972541
"2188",9,1,2629,25,23,0,330.460014101656
"2189",10,1,1,25,24,1,162.135704120017
"2190",10,1,26,25,24,1,221.653601812444
"2191",10,1,51,25,25,1,189.461138770069
"2192",10,1,76,25,24,1,205.439607276356
"2193",10,1,101,25,25,1,280.247221624734
"2194",10,1,126,25,25,1,189.186353750272
"2195",10,1,151,25,24,1,209.655704790961
"2196",10,1,176,25,25,1,344.218813166176
"2197",10,1,201,25,25,1,222.122128919853
"2198",10,1,226,25,25,1,202.489922478378
"2199",10,1,251,25,25,1,158.06308345308
"2200",10,1,276,25,25,1,273.352328248199
"2201",10,1,301,25,25,1,229.793897123648
"2202",10,1,326,25,23,1,215.288557547734
"2203",10,1,351,25,22,1,219.377778727964
"2204",10,1,376,25,23,1,178.324415973943
"2205",10,1,401,25,25,1,135.885677944365
"2206",10,1,426,25,24,1,188.388451117395
"2207",10,1,451,25,24,1,141.958862925092
"2208",10,1,476,25,21,1,149.109392956823
"2209",10,1,501,25,25,1,181.996338534442
"2210",10,3,1,25,22,1,238.126962712891
"2211",10,3,26,25,21,1,325.77979484192
"2212",10,3,51,25,23,1,384.396306971644
"2213",10,3,76,24,18,1,253.582602042031
"2214",10,3,100,25,17,1,324.015054505798
"2215",10,3,125,25,18,1,436.791261554114
"2216",10,3,150,25,24,1,257.083589230226
"2217",10,3,175,25,21,1,321.460088183493
"2218",10,3,200,25,21,1,157.445931280703
"2219",10,3,225,25,22,1,375.246609398877
"2220",10,3,250,25,21,1,157.021463204763
"2221",10,3,275,25,19,1,211.534117607322
"2222",10,3,300,25,18,1,281.003099288906
"2223",10,3,325,25,22,1,211.09111021014
"2224",10,3,350,25,23,1,379.238216312187
"2225",10,3,375,25,20,1,194.044288672109
"2226",10,3,400,25,25,1,212.874262634645
"2227",10,3,425,25,24,1,295.507824862457
"2228",10,3,450,25,22,1,211.529446947579
"2229",10,3,475,25,22,1,245.866716320017
"2230",10,3,500,25,18,1,272.883044029348
"2231",10,3,525,25,24,1,245.741765016631
"2232",10,3,550,25,19,1,206.873162473215
"2233",10,3,575,25,24,1,289.699543621918
"2234",10,3,600,25,23,1,209.190865259246
"2235",10,3,625,25,22,1,302.920499672851
"2236",10,3,650,25,25,1,217.953380838714
"2237",10,3,675,25,18,1,169.401693712669
"2238",10,3,700,25,24,1,241.01009304811
"2239",10,3,725,25,25,1,202.222062150324
"2240",10,3,750,25,24,1,208.224430572758
"2241",10,3,775,25,24,1,270.687155828726
"2242",10,3,800,25,23,1,199.553450913355
"2243",10,3,825,25,23,1,163.67673870034
"2244",10,3,850,25,17,1,262.838749800711
"2245",10,3,875,25,20,1,150.539607914023
"2246",10,3,900,25,24,1,203.104839516958
"2247",10,3,925,25,24,1,231.586431781184
"2248",10,3,950,25,22,1,299.195913725817
"2249",10,3,975,25,22,1,182.13759168663
"2250",10,3,1000,25,23,1,326.796427942566
"2251",10,3,1025,25,24,1,200.375559168609
"2252",10,3,1050,25,24,1,138.370510568909
"2253",10,3,1075,25,20,1,176.101232305067
"2254",10,3,1100,25,22,1,256.100592475971
"2255",10,3,1125,25,24,1,278.416106252251
"2256",10,3,1150,25,22,1,175.210839158799
"2257",10,3,1175,25,18,1,241.716806976292
"2258",10,3,1200,25,24,1,228.276660633633
"2259",10,3,1225,25,21,1,208.906757948739
"2260",10,3,1250,25,25,1,163.998268645623
"2261",10,3,1275,25,25,1,202.58292568603
"2262",10,3,1300,25,25,1,151.288624219458
"2263",10,3,1325,25,22,1,315.133301147528
"2264",10,3,1350,25,22,1,159.385055588789
"2265",10,3,1375,25,22,1,218.837620067692
"2266",10,3,1400,25,22,1,492.378548975164
"2267",10,3,1425,25,25,1,156.509325591343
"2268",10,3,1450,25,24,1,148.526494532655
"2269",10,3,1475,25,24,1,198.718142562794
"2270",10,3,1500,1,1,1,18.5596549978005
"2271",10,3,1501,25,23,1,189.372207048309
"2272",10,3,1526,25,23,1,209.185708906261
"2273",10,3,1551,25,19,1,194.166649242844
"2274",10,3,1576,25,24,1,235.667962030068
"2275",10,3,1601,25,20,1,295.344198630852
"2276",10,3,1626,25,22,1,482.230728660291
"2277",10,3,1651,2,2,1,14.5487754973071
"2278",10,3,1653,25,24,1,194.407096910897
"2279",10,3,1678,25,22,1,120.545249728335
"2280",10,3,1703,25,20,1,249.445129281138
"2281",10,3,1728,25,25,1,179.511201912577
"2282",10,3,1753,25,25,1,202.159865835945
"2283",11,1,1,25,24,1,246.778861696089
"2284",11,1,26,25,21,1,274.69751606712
"2285",11,1,51,25,25,1,214.060615018571
"2286",11,1,76,25,21,1,328.551283626593
"2287",11,1,101,25,23,1,256.884024147452
"2288",11,1,126,25,25,1,222.540912015365
"2289",11,1,151,25,25,1,224.780769312725
"2290",11,1,176,25,25,1,200.513747689603
"2291",11,1,201,25,24,1,218.64556765288
"2292",11,1,226,25,22,1,145.79110259318
"2293",11,1,251,25,24,1,243.361281296874
"2294",11,1,276,25,22,1,185.029989698576
"2295",11,1,301,25,23,1,162.404954496105
"2296",11,1,326,25,25,1,257.651607702496
"2297",11,1,351,16,14,1,229.541814751104
"2298",11,1,367,25,25,1,262.452587402665
"2299",11,1,392,25,25,1,196.093999796838
"2300",11,1,417,25,23,1,257.660255542101
"2301",11,1,442,25,21,1,170.859392523417
"2302",11,1,467,25,25,1,115.386317412517
"2303",11,1,492,25,24,1,315.69087214585
"2304",11,1,517,25,25,1,264.99842576094
"2305",11,1,542,25,25,1,365.943064929832
"2306",11,1,567,25,24,1,206.860933614779
"2307",11,1,592,25,23,1,280.052833709422
"2308",11,1,617,25,25,1,221.916527723272
"2309",11,1,642,25,20,1,221.74172017587
"2310",11,1,667,25,24,1,180.801785672471
"2311",11,1,692,25,24,1,230.024562367651
"2312",11,1,717,25,24,1,235.846378170279
"2313",11,1,742,25,23,1,479.437809962396
"2314",11,1,767,25,25,1,200.133796771939
"2315",11,1,792,25,24,1,174.656936670776
"2316",11,1,817,25,22,1,223.830518764037
"2317",11,1,842,3,3,1,26.6489293642394
"2318",11,1,845,25,23,1,328.026958375192
"2319",11,1,870,25,25,1,175.389435409448
"2320",11,1,895,25,22,1,181.008259807966
"2321",11,1,920,25,19,1,187.031002008337
"2322",11,1,945,25,25,1,318.173117197494
"2323",11,2,1,25,21,1,356.02587031625
"2324",11,2,26,25,21,1,391.573396147965
"2325",11,2,51,25,21,1,219.868099571731
"2326",11,2,76,25,25,1,375.424276399786
"2327",11,2,101,25,21,1,256.111965995565
"2328",11,2,126,25,23,1,307.066374701885
"2329",11,2,151,12,10,1,225.488508855399
"2330",11,2,163,25,24,1,272.914481292923
"2331",11,2,188,25,21,1,282.910392735187
"2332",11,2,213,25,23,1,267.892975388707
"2333",11,2,238,25,25,1,255.638323952399
"2334",11,2,263,25,24,1,384.055931213878
"2335",11,2,288,8,7,1,65.9625063695519
"2336",11,2,296,25,25,1,242.994241218979
"2337",11,2,321,25,20,1,243.280439006741
"2338",11,2,346,25,24,1,176.700993796296
"2339",11,2,371,25,24,1,305.686694266113
"2340",11,2,396,25,23,1,442.61227724374
"2341",11,2,421,25,16,1,205.812751980946
"2342",11,2,446,25,20,1,242.075715851737
"2343",11,2,471,25,23,1,169.628944203959
"2344",11,2,496,25,22,1,365.468390299066
"2345",11,2,521,25,23,1,376.384674401966
"2346",11,2,546,25,25,1,225.660941750218
"2347",11,2,571,25,21,1,354.561557925427
"2348",11,2,596,25,24,1,259.543742114605
"2349",11,2,621,25,24,1,246.808383088304
"2350",11,2,646,25,22,1,267.549099863227
"2351",11,2,671,25,25,1,229.654973446927
"2352",11,2,696,14,9,1,125.875143861888
"2353",11,2,710,25,24,1,375.910718036649
"2354",11,2,735,25,23,1,312.314988319448
"2355",11,2,760,25,24,1,292.060695496715
"2356",11,2,785,25,24,1,296.949763744111
"2357",11,2,810,25,22,1,293.544449662611
"2358",11,2,835,25,24,1,256.872575680759
"2359",11,2,860,6,6,1,71.0211319103443
"2360",11,2,866,25,23,1,252.809101815385
"2361",11,2,891,25,24,1,272.184449568549
"2362",11,2,916,25,21,1,231.63327358699
"2363",11,2,941,25,18,1,262.748189825837
"2364",11,2,966,25,22,1,514.205939262313
"2365",11,2,991,25,23,1,182.917740212159
"2366",11,2,1016,17,17,1,276.264913592038
"2367",11,2,1033,25,22,1,193.998265616232
"2368",11,2,1058,25,23,1,211.158360062644
"2369",11,2,1083,25,22,1,173.230727133585
"2370",11,2,1108,25,21,1,261.446036367567
"2371",11,2,1133,25,22,1,233.130017263399
"2372",11,2,1158,25,22,1,204.815312662583
"2373",11,2,1183,22,20,1,139.022048970192
"2374",11,2,1205,25,19,1,293.855921777569
"2375",11,2,1230,25,25,1,245.195495778563
"2376",11,2,1255,25,21,1,183.706108079271
"2377",11,2,1280,25,23,1,216.192222779256
"2378",11,2,1305,25,24,1,205.693335368813
"2379",11,2,1330,25,23,1,235.209444126811
"2380",11,2,1355,25,25,1,226.279131335073
"2381",11,2,1380,25,23,1,200.549942103812
"2382",11,2,1405,25,21,1,217.949400533698
"2383",11,2,1430,25,21,1,195.169670264584
"2384",11,2,1455,25,23,1,255.668112586544
"2385",11,2,1480,25,22,1,309.259618411267
"2386",11,2,1505,25,22,1,231.005667967969
"2387",11,2,1530,25,24,1,268.64079507881
"2388",11,2,1555,25,24,1,253.179362118855
"2389",11,2,1580,4,4,1,17.7741445909103
"2390",11,2,1584,25,22,1,154.123527937901
"2391",11,2,1609,25,21,1,172.868988767394
"2392",11,2,1634,25,23,1,267.260521178799
"2393",11,2,1659,25,23,1,184.533502364713
"2394",11,2,1684,25,21,1,173.274826236658
"2395",11,2,1709,25,24,1,205.780225091925
"2396",11,2,1734,18,17,1,159.792518345557
"2397",11,2,1752,25,25,1,221.661494328416
"2398",11,2,1777,25,25,1,374.520531687014
"2399",11,2,1802,25,24,1,322.252631572789
"2400",11,2,1827,25,24,1,157.206685888627
"2401",11,2,1852,25,25,1,209.463740929311
"2402",11,2,1877,25,20,1,273.029773898351
"2403",11,2,1902,25,19,1,200.911914276216
"2404",11,2,1927,25,23,1,178.160947225078
"2405",11,2,1952,25,23,1,181.266352306925
"2406",11,2,1977,25,23,1,155.381852163621
"2407",11,2,2002,25,24,1,325.520596260491
"2408",11,2,2027,25,21,1,211.287303729098
"2409",11,2,2052,25,21,1,199.948815850194
"2410",11,2,2077,25,23,1,246.382029270933
"2411",11,2,2102,25,24,1,135.211766777109
"2412",11,2,2127,25,22,1,507.198800974717
"2413",11,2,2152,13,13,1,65.0576364472203
"2414",11,2,2165,25,24,1,276.770299031544
"2415",11,2,2190,25,16,1,147.363435089018
"2416",11,2,2215,25,24,1,232.179670969428
"2417",11,2,2240,25,24,1,151.993680775492
"2418",11,2,2265,25,19,1,229.486881316419
"2419",11,2,2290,25,25,1,243.550360702054
"2420",11,2,2315,25,25,1,170.314710589696
"2421",11,2,2340,25,24,1,195.922464391497
"2422",11,2,2365,25,25,1,188.033075209052
"2423",11,2,2390,25,21,1,263.044408509517
"2424",11,2,2415,25,22,1,189.712493776858
"2425",11,2,2440,25,23,1,148.110278560965
"2426",11,2,2465,25,25,1,171.649947186901
"2427",11,2,2490,25,23,1,129.542503235114
"2428",11,2,2515,25,19,1,197.93924720636
"2429",11,2,2540,25,23,1,112.196110946833
"2430",11,2,2565,25,25,1,151.803938964298
"2431",11,2,2590,25,23,1,152.180919014906
"2432",11,2,2615,25,20,1,160.260450592353
"2433",11,2,2640,25,23,1,117.483595896431
"2434",11,2,2665,25,25,1,151.503630987821
"2435",11,2,2690,25,23,1,125.760631843172
"2436",11,2,2715,25,22,1,145.197048536288
"2437",11,2,2740,25,24,1,174.21556501783
"2438",11,2,2765,25,20,1,212.66144207213
"2439",11,2,2790,25,19,1,134.705918704969
"2440",11,2,2815,25,23,1,255.606063395128
"2441",11,2,2840,25,23,1,120.663009001184
"2442",11,2,2865,25,24,1,184.869541893993
"2443",11,2,2890,25,24,1,140.79021517156
"2444",11,2,2915,25,23,1,175.723881551152
"2445",11,2,2940,25,24,1,164.230514122043
"2446",11,2,2965,25,22,1,302.165509110753
"2447",11,2,2990,25,22,1,120.067612061039
"2448",11,2,3015,25,22,1,152.757466565111
"2449",11,2,3040,25,21,1,125.354544399748
"2450",11,2,3065,25,23,1,187.879494234982
"2451",11,2,3090,25,25,1,134.927652503713
"2452",11,2,3115,25,20,1,153.587921091222
"2453",11,2,3140,25,23,1,109.596023026087
"2454",11,2,3165,25,22,1,174.717407433043
"2455",11,2,3190,25,21,1,126.260313196943
"2456",11,2,3215,25,25,1,103.272736613519
"2457",11,2,3240,25,20,1,187.059727369246
"2458",11,2,3265,25,24,1,141.471356298808
"2459",11,2,3290,25,24,1,186.450182755268
"2460",11,2,3315,19,15,1,130.056687066722
"2461",11,2,3334,25,20,1,137.600656476156
"2462",11,2,3359,25,24,1,114.681273675326
"2463",11,2,3384,25,22,1,132.494761575415
"2464",11,2,3409,25,24,1,135.693697763763
"2465",11,2,3434,25,24,1,162.503374735503
"2466",11,2,3459,25,23,1,107.576540734116
"2467",11,2,3484,25,23,1,131.828495648837
"2468",11,2,3509,25,21,1,121.019731253666
"2469",11,2,3534,25,24,1,126.89746399389
"2470",11,2,3559,25,20,1,159.696546105669
"2471",11,2,3584,25,25,1,421.034674453034
"2472",11,2,3609,25,25,1,154.244248479953
"2473",11,2,3634,15,12,1,53.3403226980698
"2474",11,2,3649,25,24,1,178.822125649813
"2475",11,2,3674,25,22,1,148.418326293146
"2476",11,2,3699,25,23,1,141.584151891007
"2477",11,2,3724,25,21,1,198.910628338428
"2478",11,2,3749,25,22,1,102.100085664506
"2479",11,2,3774,25,24,1,145.997612308127
"2480",11,2,3799,25,25,1,141.438629234232
"2481",11,2,3824,25,25,1,106.681576708601
"2482",11,2,3849,25,24,1,213.875820743096
"2483",11,2,3874,25,24,1,114.281585799847
"2484",11,2,3899,25,20,1,129.261487747128
